,Text,Label,tokenized_text
133,i didn t burst into tears or some other devastating release of feelings or thoughts because i seemed to know that rich also had to go through his own space without me just dumping on him,5,"[1, 244, 42, 2297, 105, 906, 34, 68, 119, 3519, 2003, 9, 114, 34, 397, 36, 1, 1391, 4, 46, 8, 487, 116, 56, 4, 100, 137, 106, 174, 880, 173, 17, 31, 5307, 29, 73]"
134,i wanted to get a pumpkin spice latte this morning but it was hot and the last thing i wanted was a hot coffee maybe i am feeling a little bitter,1,"[1, 254, 4, 54, 6, 5308, 3520, 7464, 22, 236, 18, 12, 19, 395, 3, 5, 178, 188, 1, 254, 19, 6, 395, 1392, 281, 1, 23, 7, 6, 55, 628]"
135,i suppose he feels badly because he was a bit skeptical of her pain over the last few months shes had a hyperchondria and exaggeration habit in the past though he never openly questioned her about it,4,"[1, 876, 65, 122, 1218, 36, 65, 19, 6, 82, 890, 9, 67, 260, 115, 5, 178, 191, 349, 633, 56, 6, 7465, 3, 7466, 2494, 11, 5, 297, 136, 65, 144, 3521, 3522, 67, 26, 12]"
136,i clench to the corners of the bed to feel assured,5,"[1, 7467, 4, 5, 3061, 9, 5, 382, 4, 2, 572]"
137,i also feel like i am being selfish in not being grateful for the life i do have and the amazing things in it,1,"[1, 116, 2, 13, 1, 23, 60, 426, 11, 25, 60, 734, 15, 5, 77, 1, 38, 20, 3, 5, 271, 88, 11, 12]"
138,i called it god because i d seen god in a book and figured god was the right name for feeling so utterly affirmed and accepted without question,2,"[1, 646, 12, 241, 36, 1, 668, 801, 241, 11, 6, 329, 3, 2298, 241, 19, 5, 113, 789, 15, 7, 14, 881, 7468, 3, 293, 173, 1219]"
139,i don t know why perhaps because other girls in the office had nice short hair or perhaps i was just feeling rebellious,1,"[1, 103, 42, 46, 160, 907, 36, 119, 761, 11, 5, 1182, 56, 534, 904, 526, 34, 907, 1, 19, 31, 7, 738]"
140,i do not feel miserable at all because my family is not the type that celebrates eid,0,"[1, 38, 25, 2, 392, 32, 35, 36, 10, 196, 21, 25, 5, 839, 8, 7469, 5309]"
141,i might go get a car wash if i am feeling really generous my car needs it,5,"[1, 239, 100, 54, 6, 762, 2495, 48, 1, 23, 7, 40, 341, 10, 762, 611, 12]"
142,i still feel sleep deprived she is almost sleeping through the night giving us,0,"[1, 71, 2, 323, 723, 97, 21, 283, 945, 137, 5, 245, 545, 213]"
143,i just feel really violent right now,1,"[1, 31, 2, 40, 530, 113, 57]"
144,i am bloging again i am sitting here feeling content with my dogs amp cat etc and i know that how lucky we are the truth is we,5,"[1, 23, 7470, 128, 1, 23, 535, 135, 7, 425, 24, 10, 1997, 390, 1336, 680, 3, 1, 46, 8, 52, 431, 81, 43, 5, 921, 21, 81]"
145,i started feeling funny and then friday i woke up sick as a dog,3,"[1, 197, 7, 454, 3, 124, 1216, 1, 408, 41, 585, 28, 6, 1435]"
146,i feel a need to protect my parents against the witch hunt that repressed memory therapy can be,0,"[1, 2, 6, 104, 4, 2130, 10, 593, 614, 5, 7471, 3523, 8, 1337, 1491, 1892, 39, 27]"
147,i feel disgusted to even be associated with this woman by my race and nationality,1,"[1, 2, 697, 4, 74, 27, 7472, 24, 22, 441, 44, 10, 946, 3, 5310]"
148,i laughed then bitterly again but i wasnt feeling bitter,1,"[1, 2496, 124, 5311, 128, 18, 1, 327, 7, 628]"
149,i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,0,"[1, 1104, 42, 46, 53, 65, 19, 7, 124, 1, 193, 8, 65, 2497, 65, 91, 20, 47, 80, 24, 213, 93, 15, 274, 9, 213, 461, 8, 553, 85, 81, 302, 12, 32, 194, 12, 19, 76, 439, 81, 64, 189, 1260]"
150,i was feeling quite mellow and i wanted a soft easy look to wear with my beginning of a cold,5,"[1, 19, 7, 156, 654, 3, 1, 254, 6, 1436, 828, 162, 4, 515, 24, 10, 806, 9, 6, 308]"
151,i told him that maybe i just need time to think how ive been feeling indecisive about things lately,4,"[1, 347, 73, 8, 281, 1, 31, 104, 51, 4, 69, 52, 72, 47, 7, 1044, 26, 88, 318]"
152,i still feel it does the genre a disservice when stories are resolved artifically,5,"[1, 71, 2, 12, 261, 5, 3083, 6, 4179, 33, 891, 43, 685, 7473]"
153,i always know when i am feeling artistic when i write my name while i am in an artistic mood the i in manitz i draw a circle not a dot the bigger the dot the more artistic i am feeling and if it is just a line like an accent mark in spanish im pissed,5,"[1, 111, 46, 33, 1, 23, 7, 763, 33, 1, 224, 10, 789, 186, 1, 23, 11, 76, 763, 768, 5, 1, 11, 7474, 1, 1695, 6, 2299, 25, 6, 4180, 5, 1785, 5, 4180, 5, 37, 763, 1, 23, 7, 3, 48, 12, 21, 31, 6, 925, 13, 76, 4181, 1492, 11, 3524, 16, 586]"
154,i remember feeling really terrified when i was in brazil on a bus that was going up steep mountain hills on the side of the mountain in the middle of a big storm wondering if we were going to fall off,4,"[1, 189, 7, 40, 396, 33, 1, 19, 11, 7475, 29, 6, 1437, 8, 19, 86, 41, 5312, 2004, 5313, 29, 5, 465, 9, 5, 2004, 11, 5, 1121, 9, 6, 383, 2749, 926, 48, 81, 129, 86, 4, 816, 168]"
155,i could feel her whimper to the thought of being unloved and uncared for,0,"[1, 91, 2, 67, 7476, 4, 5, 193, 9, 60, 829, 3, 7477, 15]"
156,im certainly not going to sit and tell you whats going on in my personal life but i feel that if you were ever curious about whats going in my life all youd have to do is watch the show,3,"[16, 1071, 25, 86, 4, 507, 3, 220, 30, 1072, 86, 29, 11, 10, 867, 77, 18, 1, 2, 8, 48, 30, 129, 164, 573, 26, 1072, 86, 11, 10, 77, 35, 2005, 20, 4, 38, 21, 546, 5, 367]"
157,im sorry that there wasnt more humor in this post but im not feeling all that funny,3,"[16, 342, 8, 80, 327, 37, 2750, 11, 22, 285, 18, 16, 25, 7, 35, 8, 454]"
158,i feel ive got my foot in the door of the fantastic world of walking and running the trails fells and mountains,5,"[1, 2, 72, 140, 10, 1543, 11, 5, 1016, 9, 5, 683, 183, 9, 868, 3, 482, 5, 5314, 7478, 3, 5315]"
159,i say whatever comes in my mind tell you directly what i feel a jealous girl not because i m insecure but because i just love that person a trust worthy friend sweet to the one i love,1,"[1, 118, 698, 509, 11, 10, 314, 220, 30, 3084, 53, 1, 2, 6, 527, 320, 25, 36, 1, 92, 510, 18, 36, 1, 31, 84, 8, 170, 6, 655, 1893, 250, 234, 4, 5, 70, 1, 84]"
160,i feel strange coming back to work after my one day holiday,4,"[1, 2, 233, 374, 99, 4, 123, 125, 10, 70, 96, 1183]"
161,im clearly influenced by the dash happiness of emily dickinson for example and i use dashes instead of colons or semi colons to enhance the feelings of rushed enjambment in the sonnet,1,"[16, 1539, 4182, 44, 5, 5316, 1017, 9, 3525, 7479, 15, 1696, 3, 1, 296, 7480, 451, 9, 5317, 34, 3526, 5317, 4, 5318, 5, 114, 9, 570, 7481, 11, 5, 7482]"
162,i am fatter because the only thing in my life that can remain under my control is whether or not i get to eat peanut butter on bread when i get home from an impossible day of to first world looking yet third world feeling hell of needy and neglected little girls,0,"[1, 23, 7483, 36, 5, 117, 188, 11, 10, 77, 8, 39, 1544, 735, 10, 409, 21, 555, 34, 25, 1, 54, 4, 523, 7484, 3085, 29, 2131, 33, 1, 54, 166, 59, 76, 2751, 96, 9, 4, 194, 183, 252, 217, 2006, 183, 7, 1018, 9, 724, 3, 3086, 55, 761]"
163,i could claim to redeem the genre but it didn t leave me feeling as entirely frustrated to the point of beating my head against a wall either,1,"[1, 91, 3527, 4, 5319, 5, 3083, 18, 12, 244, 42, 299, 17, 7, 28, 1097, 365, 4, 5, 258, 9, 1786, 10, 353, 614, 6, 1338, 597]"
164,i feel so sad and hopeless,0,"[1, 2, 14, 259, 3, 493]"
165,im getting the feeling that my classes are a little intimidated by the concept of a lit,4,"[16, 179, 5, 7, 8, 10, 1617, 43, 6, 55, 615, 44, 5, 3528, 9, 6, 2498]"
166,i still feel groggy but i have to get up to do the routine for my son,0,"[1, 71, 2, 587, 18, 1, 20, 4, 54, 41, 4, 38, 5, 1618, 15, 10, 905]"
167,i have a feeling my view isnt going to be very popular and thats fine,5,"[1, 20, 6, 7, 10, 1220, 725, 86, 4, 27, 45, 460, 3, 310, 380]"
168,i want to hold this feeling of shocked awe and wonder forever,3,"[1, 66, 4, 739, 22, 7, 9, 669, 3529, 3, 536, 1260]"
169,when i heard a rumour that the st year exam results were out i had fear that i might be one of the failures,4,"[33, 1, 903, 6, 7485, 8, 5, 2300, 192, 1697, 1045, 129, 49, 1, 56, 770, 8, 1, 239, 27, 70, 9, 5, 5320]"
170,i want to feel valued i do and appreciated i do and know the people who love me arent going anywhere even if the nature of the relationship changes,5,"[1, 66, 4, 2, 598, 1, 38, 3, 1393, 1, 38, 3, 46, 5, 62, 75, 84, 17, 1221, 86, 1438, 74, 48, 5, 1339, 9, 5, 634, 1122]"
171,i know there are days in which you feel distracted,1,"[1, 46, 80, 43, 148, 11, 107, 30, 2, 686]"
172,i use it regularly with relaxing music and always feel invigorated afterward,5,"[1, 296, 12, 2752, 24, 3087, 557, 3, 111, 2, 771, 2753]"
173,im feeling distracted i tend to practice with my eyes shut as much as possible,1,"[16, 7, 686, 1, 991, 4, 1340, 24, 10, 401, 1545, 28, 85, 28, 888]"
174,i feel like its perfect a w see youtube has its influences i even know trends,5,"[1, 2, 13, 78, 355, 6, 2007, 112, 2754, 98, 78, 5321, 1, 74, 46, 5322]"
175,i specifically wanted tango was feeling shy and maks quite the opposite hard to get far enough away from him to get good pics lol,4,"[1, 2301, 254, 4183, 19, 7, 616, 3, 7486, 156, 5, 2302, 249, 4, 54, 351, 155, 161, 59, 73, 4, 54, 101, 1787, 1123]"
176,i also didn t feel very weird sleeping in my bed while the two of them slept in hers,4,"[1, 116, 244, 42, 2, 45, 246, 945, 11, 10, 382, 186, 5, 218, 9, 63, 2303, 11, 4184]"
177,i just wish okay so i was thinking about it earlier today and heres the thing being all cooped up amp restless has made me feel so needy,0,"[1, 31, 361, 1297, 14, 1, 19, 262, 26, 12, 1184, 121, 3, 3088, 5, 188, 60, 35, 3530, 41, 390, 751, 98, 131, 17, 2, 14, 724]"
178,ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,5,"[72, 269, 68, 656, 180, 8, 1, 91, 1046, 105, 6, 1546, 4162, 8, 72, 47, 1394, 4, 515, 36, 1, 138, 2, 388, 11, 12, 331, 57]"
179,i hope to feel a bit more creative again soon and miss its presence in my life blog,5,"[1, 238, 4, 2, 6, 82, 37, 457, 128, 532, 3, 442, 78, 1019, 11, 10, 77, 242]"
180,i am no fan of the current president i am a conservative and it made me feel unwelcome,0,"[1, 23, 95, 1395, 9, 5, 1222, 2755, 1, 23, 6, 2756, 3, 12, 131, 17, 2, 592]"
181,i will enclose her verses on her could not weigh much more thinking and feeling curious to hear the odd couple,3,"[1, 58, 7487, 67, 4185, 29, 67, 91, 25, 5323, 85, 37, 262, 3, 7, 573, 4, 376, 5, 1493, 612]"
182,i begin to feel complacent with my life here,5,"[1, 841, 4, 2, 1047, 24, 10, 77, 135]"
183,i feel vulnerable and alone,4,"[1, 2, 469, 3, 200]"
184,i remember feeling inspired and thinking that it was a fine example of parenting,5,"[1, 189, 7, 458, 3, 262, 8, 12, 19, 6, 380, 1696, 9, 2757]"
185,i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,0,"[1, 2, 13, 1, 92, 111, 5, 70, 179, 498, 15, 282, 88, 3, 1, 2, 13, 1, 92, 60, 7488, 15, 5324]"
186,i really feel that my life is perfect right now and if it isnt too much to ask for i just hope that everything would stay the same,5,"[1, 40, 2, 8, 10, 77, 21, 355, 113, 57, 3, 48, 12, 725, 93, 85, 4, 483, 15, 1, 31, 238, 8, 176, 64, 574, 5, 223]"
187,im there i simply feel contented,5,"[16, 80, 1, 537, 2, 790]"
188,im not saying cut everyone out of your life but i feel its important to find comfort in solitude meditation or working on projects alone,5,"[16, 25, 354, 947, 255, 49, 9, 109, 77, 18, 1, 2, 78, 280, 4, 163, 1124, 11, 7489, 5325, 34, 369, 29, 1261, 200]"
189,i think im just being stupid feeling nervous,4,"[1, 69, 16, 31, 60, 282, 7, 336]"
190,i feel honored by it,5,"[1, 2, 582, 44, 12]"
191,i was feeling an act of god at work in my life and it was an amazing feeling,3,"[1, 19, 7, 76, 948, 9, 241, 32, 123, 11, 10, 77, 3, 12, 19, 76, 271, 7]"
192,i feel im like a bird flying in the air in a very carefree manner,5,"[1, 2, 16, 13, 6, 2008, 1781, 11, 5, 869, 11, 6, 45, 709, 2009]"
193,i have to revise my replies over and over again in my mind just to make sure that the reply sounds appropriate enough and that the person who receive the reply will not feel offended,1,"[1, 20, 4, 7490, 10, 4186, 115, 3, 115, 128, 11, 10, 314, 31, 4, 79, 157, 8, 5, 2132, 1432, 4187, 155, 3, 8, 5, 170, 75, 1894, 5, 2132, 58, 25, 2, 516]"
194,i felt sad when a friend of mine died and i felt that something had irrevocably gone away from me,0,"[1, 143, 259, 33, 6, 250, 9, 568, 1262, 3, 1, 143, 8, 83, 56, 7491, 599, 161, 59, 17]"
195,i died would alex and matt feel regretful for not coming to visit,0,"[1, 1262, 64, 3531, 3, 3532, 2, 647, 15, 25, 374, 4, 1185]"
196,i feel that educating families and supporting and educationg mamas and papas is key,5,"[1, 2, 8, 4188, 1547, 3, 332, 3, 7492, 5326, 3, 7493, 21, 1548]"
197,im sure its because when i am lost i feel like everyone is being hostile toward me and i hate that feeling,1,"[16, 157, 78, 36, 33, 1, 23, 269, 1, 2, 13, 255, 21, 60, 968, 752, 17, 3, 1, 231, 8, 7]"
198,i feel like these are very boring sewing makes since they are so easy and there is nothing else to say about them than my fabric usage,0,"[1, 2, 13, 108, 43, 45, 710, 2758, 151, 225, 61, 43, 14, 828, 3, 80, 21, 226, 319, 4, 118, 26, 63, 94, 10, 2499, 5287]"
199,i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,5,"[1, 20, 111, 410, 4, 296, 5, 2759, 3533, 4, 7494, 41, 3, 2304, 1788, 10, 7495, 5327, 4, 2, 5328, 992, 3, 5329]"
200,i feel like i talented young man i don t feel talented then i don t to work with,5,"[1, 2, 13, 1, 475, 747, 373, 1, 103, 42, 2, 475, 124, 1, 103, 42, 4, 123, 24]"
201,i feel curious about all this things around,3,"[1, 2, 573, 26, 35, 22, 88, 127]"
202,i feel the reason were apart of each others lives is because im in his to help him become something to push him to succeed and be successful and happy,5,"[1, 2, 5, 325, 129, 1698, 9, 274, 216, 679, 21, 36, 16, 11, 106, 4, 139, 73, 344, 83, 4, 1073, 73, 4, 2305, 3, 27, 432, 3, 153]"
203,i feel now so uncomfortable with all of them i guess is me,4,"[1, 2, 57, 14, 497, 24, 35, 9, 63, 1, 251, 21, 17]"
204,i feel pretty mellow so far about whatever healing wounding process may be getting underway,5,"[1, 2, 102, 654, 14, 351, 26, 698, 3071, 7496, 1125, 221, 27, 179, 5330]"
205,i wonder sometimes whether i have just added to the antagonism and misunderstanding that many people have towards those of us who feel reluctant to wholeheartedly support the traditional armistice day remembrances,4,"[1, 536, 185, 555, 1, 20, 31, 1494, 4, 5, 7497, 3, 5331, 8, 159, 62, 20, 321, 142, 9, 213, 75, 2, 538, 4, 7498, 522, 5, 2760, 7499, 96, 7500]"
206,i legs would feel shitty for a few miles but would come around like they always do,0,"[1, 1298, 64, 2, 468, 15, 6, 191, 1341, 18, 64, 181, 127, 13, 61, 111, 38]"
207,i know its an unfair reaction but i have run out of ways to explain how i feel shaken is the best i can come up with right now,4,"[1, 46, 78, 76, 2761, 1342, 18, 1, 20, 389, 49, 9, 575, 4, 961, 52, 1, 2, 496, 21, 5, 298, 1, 39, 181, 41, 24, 113, 57]"
208,i seriously feel so blessed for the support that i have at home it s amazing,2,"[1, 877, 2, 14, 272, 15, 5, 522, 8, 1, 20, 32, 166, 12, 89, 271]"
209,i feel abused and maligned but mostly tired of the nervous feeling anticipating danger,0,"[1, 2, 791, 3, 7501, 18, 989, 287, 9, 5, 336, 7, 3534, 3089]"
210,i am feeling pretty restless right now while typing this,4,"[1, 23, 7, 102, 751, 113, 57, 186, 1619, 22]"
211,i know gosman s is a touristy place to go if you are in the montauk area but infrequent visitors to this area want to head there for the harbor feel the gentle cawing of the seagulls lapping water against the wood pilings and relaxing breeze coming in off the water,2,"[1, 46, 7502, 89, 21, 6, 7503, 222, 4, 100, 48, 30, 43, 11, 5, 7504, 1126, 18, 7505, 5332, 4, 22, 1126, 66, 4, 353, 80, 15, 5, 5333, 2, 5, 705, 7506, 9, 5, 7507, 5334, 927, 614, 5, 3090, 7508, 3, 3087, 2306, 374, 11, 168, 5, 927]"
212,i have to admit these hilarious e cards are seriously exactly how i feel i am so stressed out i feel at any moment i could start hy,0,"[1, 20, 4, 421, 108, 5335, 1549, 1620, 43, 877, 726, 52, 1, 2, 1, 23, 14, 232, 49, 1, 2, 32, 145, 235, 1, 91, 212, 7509]"
213,i wrote last year when i was feeling more dull and inarticulate than normal,0,"[1, 1100, 178, 192, 33, 1, 19, 7, 37, 539, 3, 5336, 94, 772]"
214,id kick myself into gear but i just feel irritable with no motivation what so ever,1,"[248, 1495, 50, 105, 2307, 18, 1, 31, 2, 411, 24, 95, 2010, 53, 14, 164]"
215,i feel as a child innocent feelings illustrating a,5,"[1, 2, 28, 6, 378, 588, 114, 7510, 6]"
216,i have the satisfaction of feeling that i m no longer supporting or contributing to the looter driven consumerism that has made a walking corpse out of the america i so revered when i was younger,2,"[1, 20, 5, 2762, 9, 7, 8, 1, 92, 95, 456, 332, 34, 3091, 4, 5, 7511, 2308, 5337, 8, 98, 131, 6, 868, 4189, 49, 9, 5, 1550, 1, 14, 5338, 33, 1, 19, 2011]"
217,i will start to feel resentful,1,"[1, 58, 212, 4, 2, 528]"
218,i will spend my vacation on me no obligations no headaches no feeling like i am being emotional blackmailed into being three places at once,0,"[1, 58, 681, 10, 1551, 29, 17, 95, 4190, 95, 2500, 95, 7, 13, 1, 23, 60, 384, 7512, 105, 60, 632, 1621, 32, 256]"
219,i feel herpes coming i would be very surprised at this point if i make it out again after my checkup at the clinic on wednesday,3,"[1, 2, 7513, 374, 1, 64, 27, 45, 495, 32, 22, 258, 48, 1, 79, 12, 49, 128, 125, 10, 7514, 32, 5, 2763, 29, 2133]"
220,i feel so fucked like everyday of my life,1,"[1, 2, 14, 505, 13, 963, 9, 10, 77]"
221,ive worked really hard all year to try to make each child in the class feel like they are valued,5,"[72, 847, 40, 249, 35, 192, 4, 203, 4, 79, 274, 378, 11, 5, 335, 2, 13, 61, 43, 598]"
222,i am feeling disheartened with my words as of late,0,"[1, 23, 7, 635, 24, 10, 348, 28, 9, 878]"
